id,imdb_id,budget,revenue,original_title,cast,runtime,genres,production_companies,release_year
43930,tt1456941,27000000,16504936,"Tomorrow, When the War Began",Caitlin Stasey|Rachel Hurd-Wood|Phoebe Tonkin|Deniz Akdeniz|Lincoln Lewis,103,Action|Adventure|Drama,Omnilab Media|Ambience Entertainment,2010
27569,tt1244659,31000000,15134293,Extraordinary Measures,Harrison Ford|Brendan Fraser|Keri Russell|Courtney B. Vance|Meredith Droeger,105,Drama,Double Feature Films|CBS Films,2010
44040,tt1314655,10000000,33583175,Devil,Chris Messina|Jacob Vargas|Bojana NovakoviÄ‡|Logan Marshall-Green|Bokeem Woodbine,80,Horror|Mystery|Thriller,Universal Pictures|Media Rights Capital|Night Chronicles|Relativity Media,2010
34563,tt1305583,14000000,21409028,Our Family Wedding,Forest Whitaker|America Ferrera|Carlos Mencia|Regina King|Lance Gross,103,Comedy,Fox Searchlight Pictures|Dune Entertainment|Sneak Preview Entertainment|Pointe Studios,2010
31261,tt1480660,100000,1000000,Halo Legends,Andy McAvin,93,Action|Animation|Science Fiction,Microsoft,2010
46829,tt1423894,30000000,8454301,Barney's Version,Paul Giamatti|Dustin Hoffman|Rosamund Pike|Minnie Driver|Rachelle Lefevre,134,Comedy|Drama,Serendipity Point Films,2010
12201,tt1226273,80000000,74901339,Edge of Darkness,Mel Gibson|Ray Winstone|Danny Huston|Shawn Roberts|Denis O'Hare,117,Crime|Drama|Mystery|Thriller,Icon Productions|BBC Films|GK Films|Warner Bros.,2010
44877,tt1514041,4600000,1163967,4.3.2.1,Emma Roberts|Noel Clarke|Ophelia Lovibond|Tamsin Egerton|Shanika Warren-Markland,117,Action|Thriller|Crime|Romance,Unstoppable Entertainment|Atlantic Swiss Productions|Veneration Music|Retro-juice Productions,2010
70695,tt1107319,4000000,55125,Dirty Girl,Juno Temple|Jeremy Dozier|Milla Jovovich|Mary Steenburgen|Dwight Yoakam,90,Drama|Comedy,iDeal Partners Film Fund,2010
42296,tt1584016,30000,3045943,Catfish,Megan Faccio|Melody C. Roscher|Ariel Schulman|Angela Wesselman-Pierce|Nev Schulman,87,Documentary,Hit the Ground Running Films,2010
35169,tt0492389,35000000,39340177,Furry Vengeance,Brendan Fraser|Ken Jeong|Brooke Shields|Angela Kinsey|Rob Riggle,92,Comedy,Summit Entertainment|Robert Simonds Productions|Participant Media|Imagenation Abu Dhabi FZ|Furry Vengeance Productions,2010
45324,tt1194417,12500000,1083683,Casino Jack,Kevin Spacey|Kelly Preston|Hannah Endicott-Douglas|Rachelle Lefevre|Barry Pepper,108,Crime|Comedy|Drama,An Olive Branch Productions|Rollercoaster Entertainment|Vortex Words Pictures|Hannibal Pictures|Trigger Street Productions,2010
43919,tt1270835,2500000,52604,Hatchet II,Danielle Harris|Kane Hodder|Parry Shen|Tony Todd|Tom Holland,89,Horror|Comedy|Thriller,ArieScope Pictures|Dark Sky Films,2010
43935,tt1013860,20000000,4634062,Dylan Dog: Dead of Night,Brandon Routh|Peter Stormare|Sam Huntington|Taye Diggs|Anita Briem,107,Action|Comedy|Horror|Mystery|Science Fiction,Hyde Park Films|platinum studios|Long Distance Films,2010
38568,tt1049402,30000,617000,Howl,James Franco|Jon Hamm|Mary-Louise Parker|Treat Williams|Jeff Daniels,84,Drama,RabbitBandini Productions|Werc Werk Works,2010
43942,tt1152822,3000000,103735,Freakonomics,Zoe Sloane|Jade Viggiano|Amancaya Aguilar|Kahiry Bess|Alisha Naragsheth,93,Documentary,Chad Troutwine Films|Green Film Company|Human Worldwide|Loki Films,2010
56601,tt0473102,12500000,3878993,The Perfect Game,"Clifton Collins, Jr.|Cheech Marin|MoisÃ©s Arias|Emilie de Ravin|Jake T. Austin",118,Drama|Family,"HighRoad Entertainment|Prelude Pictures|Lone Runner Entertainment|Kenio Films|Perfect Game, The",2010
52015,tt1464580,650000,33245,Stake Land,Danielle Harris|Kelly McGillis|Nick Damici|Connor Paolo|Gregory Jones,98,Drama|Horror|Action|Thriller|Science Fiction,Glass Eye Pix|Belladonna Productions|Off Hollywood Pictures,2010
46528,tt1032751,425000000,11087569,The Warrior's Way,Kate Bosworth|Jang Dong-gun|Geoffrey Rush|Danny Huston|Ti Lung,100,Adventure|Fantasy|Action|Western|Thriller,Boram Entertainment Inc.,2010
50204,tt1320239,10000000,4349187,Burke & Hare,Simon Pegg|Andy Serkis|Isla Fisher|Tom Wilkinson|Tim Curry,91,Comedy|Thriller,Ealing Studios|Fragile Films|Quickfire Films|Prescience|Aegis Film Fund,2010
12645,tt1196340,10000000,55089,Inhale,Rosanna Arquette|Diane Kruger|Dermot Mulroney|Sam Shepard|Jordi MollÃ ,100,Drama|Action|Thriller,26 Films,2010
37495,tt1341167,967686,4270000,Four Lions,Riz Ahmed|Nigel Lindsay|Kayvan Novak|Adeel Akhtar|Arsher Ali,101,Comedy|Crime|Drama,Film4|Drafthouse Films|Warp Films|Wild Bunch Distribution,2010
46689,tt1268204,1500000,187716,Waste Land,Vik Muniz,90,Documentary|Foreign,O2 Filmes|Almega Projects,2010
47088,tt1361313,7000000,453079,The Extra Man,Kevin Kline|Paul Dano|Katie Holmes|John C. Reilly|Dan Hedaya,108,Comedy,Wild Bunch|Likely Story|Tax Credit Finance|3 Arts Entertainment,2010
41556,tt1403988,4500000,123820,The Romantics,Katie Holmes|Anna Paquin|Josh Duhamel|Dianna Agron|Adam Brody,95,Comedy|Drama|Romance,10th Hole Productions|Benaroya Pictures|Four of a Kind Productions,2010
35688,tt1391137,20000000,60072596,Why Did I Get Married Too?,Tyler Perry|Janet Jackson|Jill Scott|Sharon Leal|Malik Yoba,121,Comedy|Romance,Lions Gate Films|The Tyler Perry Company,2010
35791,tt1220634,60000000,296221663,Resident Evil: Afterlife,Milla Jovovich|Wentworth Miller|Ali Larter|Kim Coates|Kacey Barnfield,97,Action|Adventure|Horror|Science Fiction,Impact Pictures|Davis-Films|Constantin Film Produktion,2010
43552,tt1452628,10000000,1068682,Vanishing on 7th Street,Hayden Christensen|Thandie Newton|John Leguizamo|Neal Huff|Jacob Latimore,92,Drama|Horror|Thriller,Plum Pictures|Herrick Entertainment|Mandalay Vision|Circle of Confusion|Forest Park Pictures,2010
49679,tt1396208,10000000,5000000,Action Replayy,Akshay Kumar|Aishwarya Rai Bachchan|Neha Dhupia|Aditya Roy Kapoor|Randhir Kapoor,100,Drama|Comedy|Romance|Foreign,PVR Cinemas|Hari Om Entertainment Co.|Blockbuster Movie Entertainers,2010
39486,tt1028576,35000000,60251371,Secretariat,Diane Lane|John Malkovich|Scott Glenn|Dylan Walsh|Fred Dalton Thompson,123,Drama,Walt Disney Pictures|Fast Track Productions|Mayhem Pictures,2010
39356,tt1560139,3,43,Boy,James Rolleston|Craig Hall|Taika Waititi|Te Aho Aho Eketone-Whitu|Ei Kura Albert,87,Drama|Comedy,New Zealand Film Commission|Unison Films|Whenua Films,2010
550,tt0137523,63000000,100853753,Fight Club,Edward Norton|Brad Pitt|Meat Loaf|Jared Leto|Helena Bonham Carter,139,Drama,Regency Enterprises|Fox 2000 Pictures|Taurus Film|Linson Films|Atman Entertainment,1999
603,tt0133093,63000000,463517383,The Matrix,Keanu Reeves|Laurence Fishburne|Carrie-Anne Moss|Hugo Weaving|Gloria Foster,136,Action|Science Fiction,Village Roadshow Pictures|Groucho II Film Partnership|Silver Pictures|Warner Bros.,1999
14,tt0169547,15000000,356296601,American Beauty,Kevin Spacey|Annette Bening|Thora Birch|Wes Bentley|Mena Suvari,122,Drama,DreamWorks SKG|Jinks/Cohen Company,1999
1893,tt0120915,115000000,924317558,Star Wars: Episode I - The Phantom Menace,Liam Neeson|Ewan McGregor|Natalie Portman|Jake Lloyd|Ian McDiarmid,136,Adventure|Action|Science Fiction,Lucasfilm,1999
564,tt0120616,80000000,415885488,The Mummy,Brendan Fraser|Rachel Weisz|John Hannah|Arnold Vosloo|Kevin J. O'Connor,124,Adventure|Fantasy|Horror|Action|Thriller,Universal Pictures|Alphaville Films,1999
497,tt0120689,60000000,284600000,The Green Mile,Tom Hanks|Michael Clarke Duncan|David Morse|Bonnie Hunt|James Cromwell,189,Fantasy|Drama|Crime,Castle Rock Entertainment|Darkwoods Productions|Warner Bros.,1999
745,tt0167404,40000000,672806292,The Sixth Sense,Bruce Willis|Haley Joel Osment|Toni Collette|Olivia Williams|Mischa Barton,107,Mystery|Thriller|Drama,Spyglass Entertainment|The Kennedy/Marshall Company|Hollywood Pictures|Barry Mendel Productions,1999
36643,tt0143145,135000000,361832400,The World Is Not Enough,Pierce Brosnan|Sophie Marceau|Robert Carlyle|Denise Richards|Robbie Coltrane,128,Adventure|Action|Thriller,Eon Productions,1999
796,tt0139134,10500000,75902208,Cruel Intentions,Sarah Michelle Gellar|Ryan Phillippe|Reese Witherspoon|Selma Blair|Louise Fletcher,97,Drama|Romance|Thriller,Columbia Pictures|Cruel Productions|Newmarket Capital Group,1999
2668,tt0162661,100000000,206071502,Sleepy Hollow,Johnny Depp|Ian McDiarmid|Christina Ricci|Casper Van Dien|Michael Gough,105,Drama|Fantasy|Thriller|Mystery,Paramount Pictures|American Zoetrope|Mandalay Pictures|Tim Burton Productions|Karol Film Productions,1999
2105,tt0163651,11000000,235483004,American Pie,Jason Biggs|Chris Klein|Thomas Ian Nicholas|Alyson Hannigan|Shannon Elizabeth,95,Comedy|Romance,Universal Pictures|Summit Entertainment|Newmarket Capital Group|Zide-Perry Productions,1999
1844,tt0137494,66000000,212404396,Entrapment,Sean Connery|Catherine Zeta-Jones|Will Patton|Maury Chaykin|Ving Rhames,112,Romance|Drama|Mystery,Fountainbridge Films|Regency Enterprises,1999
863,tt0120363,90000000,485015179,Toy Story 2,Tom Hanks|Tim Allen|Kelsey Grammer|Joan Cusack|Don Rickles,92,Animation|Comedy|Family,Walt Disney Pictures|Pixar Animation Studios,1999
4951,tt0147800,16000000,53478166,10 Things I Hate About You,Julia Stiles|Heath Ledger|Joseph Gordon-Levitt|Larisa Oleynik|Larry Miller,97,Comedy|Romance|Drama,Mad Chance|Jaret Entertainment|Touchstone Pictures,1999
509,tt0125439,42000000,363889678,Notting Hill,Julia Roberts|Hugh Grant|Gina McKee|Tim McInnerny|Rhys Ifans,124,Comedy,Bookshop Productions|Notting Hill Pictures|Working Title Films|Polygram Filmed Entertainment,1999
817,tt0145660,33000000,310940086,Austin Powers: The Spy Who Shagged Me,Mike Myers|Heather Graham|Michael York|Robert Wagner|Rob Lowe,95,Crime|Adventure|Action|Comedy|Science Fiction,New Line Cinema|Eric's Boy,1999
226,tt0171804,2000000,11540607,Boys Don't Cry,Hilary Swank|ChloÃ« Sevigny|Peter Sarsgaard|Brendan Sexton III|Alicia Goranson,118,Crime|Drama,Fox Searchlight Pictures|The Independent Film Channel Productions|IFC Films|Killer Films|Hart-Sharp Entertainment,1999
9008,tt0140352,90000000,60289912,The Insider,Al Pacino|Russell Crowe|Christopher Plummer|Diane Venora|Bruce McGill,157,Drama|Thriller,Spyglass Entertainment|Forward Pass|Kaitz Productions|Mann/Roth Productions|Touchstone Pictures,1999
926,tt0177789,45000000,90683916,Galaxy Quest,Tim Allen|Sigourney Weaver|Alan Rickman|Tony Shalhoub|Sam Rockwell,102,Comedy|Family|Science Fiction,DreamWorks SKG|Gran Via Productions,1999
345,tt0120663,65000000,162091208,Eyes Wide Shut,Tom Cruise|Nicole Kidman|Madison Eginton|Jackie Sawiris|Sydney Pollack,159,Drama,Hobby Films|Pole Star|Stanley Kubrick Productions|Warner Bros.,1999
492,tt0120601,13000000,22863596,Being John Malkovich,John Cusack|Cameron Diaz|Catherine Keener|John Malkovich|Orson Bean,112,Fantasy|Drama|Comedy,Gramercy Pictures|Propaganda Films|Single Cell Pictures,1999
9535,tt0122933,80000000,176885658,Analyze This,Robert De Niro|Billy Crystal|Lisa Kudrow|Chazz Palminteri|Joe Viterelli,103,Comedy|Crime,Spring Creek Productions|Warner Bros.|Tribeca Productions|Baltimore Pictures,1999
10137,tt0164912,133000000,300135367,Stuart Little,Michael J. Fox|Geena Davis|Hugh Laurie|Jonathan Lipnicki|Nathan Lane,84,Fantasy,Columbia Pictures Corporation|Global Medien KG|Franklin/Waterman Productions,1999
9481,tt0145681,73000000,151493655,The Bone Collector,Denzel Washington|Angelina Jolie|Queen Latifah|Michael Rooker|Michael McGlone,118,Drama|Mystery|Thriller|Crime,Universal Pictures|Columbia Pictures Corporation,1999
8487,tt0120891,170000000,222104681,Wild Wild West,Will Smith|Kevin Kline|Kenneth Branagh|Salma Hayek|M. Emmet Walsh,106,Action|Adventure|Comedy|Drama|Science Fiction,"Todman, Simon, LeMasters Productions|Warner Bros.|Peters Entertainment|Sonnenfeld Josephson Worldwide Entertainment",1999
1911,tt0120657,160000000,61698899,The 13th Warrior,Antonio Banderas|Vladimir Kulich|Dennis StorhÃ¸i|Daniel Southern|Clive Russell,102,Adventure|Fantasy|Action,Touchstone Pictures,1999
9946,tt0146675,100000000,211989043,End of Days,Arnold Schwarzenegger|Gabriel Byrne|Kevin Pollak|Robin Tunney|CCH Pounder,121,Action|Fantasy|Horror|Mystery,Beacon Communications,1999
1715,tt0124315,24000000,88545092,The Cider House Rules,Tobey Maguire|Charlize Theron|Delroy Lindo|Paul Rudd|Michael Caine,126,Drama,Nina Saxon Film Design|FilmColony|Miramax,1999
10386,tt0129167,70000000,23159305,The Iron Giant,Jennifer Aniston|Harry Connick Jr.|Vin Diesel|Cloris Leachman|James Gammon,86,Adventure|Animation|Family|Fantasy|Science Fiction,Warner Bros. Animation,1999
8914,tt0149261,60000000,73648228,Deep Blue Sea,Thomas Jane|Saffron Burrows|LL Cool J|Michael Rapaport|Samuel L. Jackson,105,Horror|Action|Thriller|Science Fiction,Village Roadshow Pictures|Warner Bros.|Riche-Ludwig Productions|Groucho III Film Partnership,1999
2112,tt0120784,90000000,161626121,Payback,Mel Gibson|Kris Kristofferson|Gregg Henry|Maria Bello|David Paymer,100,Drama|Action|Thriller|Crime,Paramount Pictures|Icon Entertainment International,1999
4806,tt0163187,70000000,309457509,Runaway Bride,Julia Roberts|Richard Gere|Joan Cusack|Rita Wilson|HÃ©ctor Elizondo,116,Comedy|Romance,Paramount Pictures|Lakeshore Entertainment|Touchstone Pictures|Interscope Communications,1999
10314,tt0160862,10000000,103166989,She's All That,Freddie Prinze Jr.|Rachael Leigh Cook|Matthew Lillard|Paul Walker|Jodi Lyn O'Keefe,95,Comedy|Romance,Miramax Films|Tapestry Films|FilmColony,1999
10398,tt0150377,70000000,177841558,Double Jeopardy,Tommy Lee Jones|Ashley Judd|Bruce Greenwood|Annabeth Gish|Benjamin Weir,105,Drama|Mystery|Thriller|Crime,Paramount Pictures,1999
8374,tt0144117,6000000,30471,The Boondock Saints,Willem Dafoe|Norman Reedus|Sean Patrick Flanery|David Della Rocco|David Ferry,108,Action|Thriller|Crime,Franchise Pictures|Brood Syndicate|B.D.S. Productions Inc.,1999
1542,tt0151804,10000000,12827813,Office Space,Ron Livingston|Jennifer Aniston|David Herman|Ajay Naidu|Diedrich Bader,89,Comedy|Crime,Twentieth Century Fox Film Corporation|Cubicle Inc.,1999
1443,tt0159097,6000000,10409377,The Virgin Suicides,James Woods|Kathleen Turner|Kirsten Dunst|Josh Hartnett|A.J. Cook,97,Drama|Romance,American Zoetrope,1999
2277,tt0182789,100000000,93700000,Bicentennial Man,Robin Williams|Sam Neill|Embeth Davidtz|Oliver Platt|Kiersten Warren,131,Comedy|Science Fiction,Laurence Mark Productions|1492 Pictures|Columbia Pictures Corporation|Touchstone Pictures|Radiant Productions,1999
2667,tt0185937,25000,248000000,The Blair Witch Project,Heather Donahue|Michael C. Williams|Joshua Leonard|Bob Griffith|Jim King,81,Horror|Mystery,Artisan Entertainment|Haxan Films,1999
622,tt0142688,38000000,58401898,The Ninth Gate,Johnny Depp|Frank Langella|Lena Olin|Emmanuelle Seigner|Barbara Jefford,133,Horror|Mystery|Thriller,Bac Films|Kino Vision|Orly Films|R.P. Productions|VÃ­a Digital,1999
10400,tt0174856,50000000,73956241,The Hurricane,Denzel Washington|Vicellous Reon Shannon|Deborah Kara Unger|Liev Schreiber|John Hannah,146,Drama,Universal Pictures|Beacon Communications|Azoff Entertainment,1999
1090,tt0139809,16000000,18564088,The Thirteenth Floor,Craig Bierko|Armin Mueller-Stahl|Gretchen Mol|Vincent D'Onofrio|Dennis Haysbert,100,Thriller|Science Fiction|Mystery,Columbia Pictures|Centropolis Film Productions,1999
9032,tt0142342,34200000,234801895,Big Daddy,Adam Sandler|Joey Lauren Adams|Kristy Swanson|Cole Sprouse|Jon Stewart,93,Comedy|Drama,Columbia Pictures,1999
8224,tt0134273,40000000,96618699,8MM,Nicolas Cage|Joaquin Phoenix|James Gandolfini|Chris Bauer|Anthony Heald,123,Thriller|Crime|Mystery,Columbia Pictures Corporation|Hofflund/Polone|Global Entertainment Productions GmbH & Company Medien KG,1999
1832,tt0120655,10000000,30652890,Dogma,Ben Affleck|Matt Damon|Linda Fiorentino|Jason Mewes|Chris Rock,130,Fantasy|Comedy|Adventure,Lions Gate|View Askew Productions,1999
11618,tt0171363,80000000,91188905,The Haunting,Liam Neeson|Catherine Zeta-Jones|Owen Wilson|Lili Taylor|Bruce Dern,113,Horror|Thriller|Fantasy|Mystery,DreamWorks SKG|Roth-Arnold Productions,1999
1641,tt0141098,75000000,93888180,Forces of Nature,Sandra Bullock|Ben Affleck|Maura Tierney|Steve Zahn|Blythe Danner,105,Comedy,DreamWorks SKG|Roth-Arnold Productions,1999
11622,tt0124298,35000000,40263020,Blast from the Past,Brendan Fraser|Alicia Silverstone|Christopher Walken|Sissy Spacek|Nathan Fillion,112,Comedy|Romance,New Line Cinema|Forge|Midnight Sun Pictures,1999
10207,tt0139462,80000000,118880016,Message in a Bottle,Kevin Costner|Robin Wright|Paul Newman|John Savage|Illeana Douglas,131,Drama,Bel Air Entertainment|DiNovi Pictures|Tiger Productions,1999
2275,tt0144214,60000000,149705852,The General's Daughter,John Travolta|Madeleine Stowe|James Cromwell|Timothy Hutton|Leslie Stefanson,116,Crime|Drama|Mystery|Thriller,Paramount Pictures|MFP Munich Film Partners GmbH & Company I. Produktions KG|Krane Entertainment|Neufeld Rehme Productions,1999
10307,tt0145531,29000000,50041732,Stigmata,Patricia Arquette|Gabriel Byrne|Jonathan Pryce|Nia Long|Thomas Kopache,103,Horror|Thriller,FGM Entertainment|Metro-Goldwyn-Mayer (MGM),1999
11601,tt0164181,12000000,21133087,Stir of Echoes,Kevin Bacon|Zachary David Cope|Kathryn Erbe|Illeana Douglas|Kevin Dunn,99,Horror|Mystery|Thriller,Artisan Entertainment,1999
334,tt0175880,37000000,48451803,Magnolia,Julianne Moore|William H. Macy|John C. Reilly|Tom Cruise|Philip Baker Hall,188,Drama,New Line Cinema|Ghoulardi Film Company|The Magnolia Project,1999
2020,tt0120596,51000000,36911617,The Bachelor,Chris O'Donnell|RenÃ©e Zellweger|Artie Lange|Hal Holbrook|Ed Asner,101,Comedy,New Line Cinema|George Street Pictures|The Lloyd Segan Company,1999
9423,tt0120458,75000000,14010690,Virus,Jamie Lee Curtis|William Baldwin|Donald Sutherland|Joanna Pacula|Marshall Bell,99,Horror|Action|Science Fiction,Universal Pictures|BBC Films|Dark Horse Entertainment|Toho-Towa|Mutual Film Company,1999
1213,tt0134119,40000000,128798265,The Talented Mr. Ripley,Matt Damon|Gwyneth Paltrow|Jude Law|Cate Blanchett|Philip Seymour Hoffman,139,Thriller|Crime|Drama,Paramount Pictures|Miramax Films|Timnick Films|Mirage Enterprises,1999
9825,tt0139414,27000000,56870414,Lake Placid,Bill Pullman|Bridget Fonda|Oliver Platt|Brendan Gleeson|Betty White,82,Horror|Comedy|Action|Science Fiction|Thriller,Fox 2000 Pictures|Phoenix Pictures|Rocking Chair Productions,1999
9781,tt0165710,34000000,4217115,Detroit Rock City,Giuseppe Andrews|James DeBello|Edward Furlong|Sam Huntington|Lin Shaye,95,Comedy,New Line Cinema,1999
9824,tt0132347,68000000,29762011,Mystery Men,Hank Azaria|Janeane Garofalo|William H. Macy|Kel Mitchell|Jenifer Lewis,121,Adventure|Fantasy|Action|Comedy|Science Fiction,Universal Pictures|Dark Horse Entertainment|Golar Productions,1999
49948,tt0120910,80000000,90874570,Fantasia 2000,Steve Martin|Quincy Jones|Bette Midler|James Earl Jones|Penn Jillette,74,Music|Animation|Family|Fantasy,Walt Disney Pictures|Walt Disney Television Animation|Richard Purdum Productions|Walt Disney Feature Animation,1999
9430,tt0139239,6500000,28451622,Go,Sarah Polley|Katie Holmes|Jay Mohr|Timothy Olyphant|William Fichtner,98,Crime|Comedy|Thriller,Columbia Pictures,1999
11355,tt0151738,25000000,84565230,Never Been Kissed,Drew Barrymore|David Arquette|Michael Vartan|Molly Shannon|Jenny Bicks,107,Romance|Comedy|Drama,Fox 2000 Pictures|Flower Films (II)|Bushwood Pictures|Never Been Kissed Productions,1999
6415,tt0120188,75000000,108000000,Three Kings,George Clooney|Mark Wahlberg|Ice Cube|Spike Jonze|Cliff Curtis,114,Action|Adventure|Comedy,Village Roadshow Pictures|Atlas Entertainment|Warner Bros.|Village-A.M. Partnership|Coast Ridge,1999
1850,tt0125664,82000000,47434430,Man on the Moon,Jim Carrey|Courtney Love|Bob Zmuda|Danny DeVito|Gerry Becker,118,Comedy|Drama|Romance,Mutual Film Company,1999
17707,tt0120620,25000000,13000000,Brokedown Palace,Claire Danes|Kate Beckinsale|Bill Pullman|Jacqueline Kim|Lou Diamond Phillips,100,Drama|Thriller,Twentieth Century Fox Film Corporation|Fox 2000 Pictures|Adam Fields Productions|Two Girls Productions,1999
11377,tt0185371,19000000,40846082,House on Haunted Hill,Geoffrey Rush|Famke Janssen|Taye Diggs|Peter Gallagher|Chris Kattan,93,Horror|Mystery|Thriller,Dark Castle Entertainment|Warner Bros.,1999
913,tt0155267,48000000,124305181,The Thomas Crown Affair,Pierce Brosnan|Rene Russo|Denis Leary|Ben Gazzara|Frankie Faison,113,Drama|Comedy|Crime|Romance,United Artists|Irish Dreamtime,1999
12618,tt0156934,64000000,74608570,Random Hearts,Harrison Ford|Kristin Scott Thomas|Charles S. Dutton|Bonnie Hunt|Dennis Haysbert,133,Drama|Romance,Columbia Pictures,1999
1946,tt0120907,15000000,2856712,eXistenZ,Jennifer Jason Leigh|Jude Law|Ian Holm|Willem Dafoe|Don McKellar,97,Action|Thriller|Science Fiction|Horror,Alliance Atlantis Communications|Natural Nylon Entertainment|Serendipity Point Films|TÃ©lÃ©film Canada|The Harold Greenberg Fund,1999
20024,tt0172396,23000000,10827816,The End of the Affair,Ralph Fiennes|Stephen Rea|Julianne Moore|James Bolam|Ian Hart,102,Drama,Columbia Pictures Corporation,1999
11001,tt0181316,65000000,117758500,Blue Streak,Martin Lawrence|Luke Wilson|Dave Chappelle|Peter Greene|Nicole Ari Parker,93,Thriller|Action|Comedy|Crime,Columbia Pictures,1999
7341,tt0144814,21000000,17762705,The Rage: Carrie 2,Emily Bergl|Jason London|Amy Irving|J. Smith-Cameron|Dylan Bruno,104,Horror|Thriller|Science Fiction,United Artists|Red Bank Films,1999
38809,tt0165643,10000000,5241315,Black and White,Robert Downey Jr.|Scott Caan|Stacy Edwards|Allan Houston|Gaby Hoffmann,98,Drama,Bigel / Mailer Films|Palm Pictures,1999
9455,tt0142192,25000000,15156200,The Corruptor,Mark Wahlberg|Chow Yun-fat|Byron Mann|Kim Chan|Ric Young,110,Action|Crime|Mystery|Thriller,New Line Cinema|Illusion Entertainment Group,1999
10366,tt0176269,45000000,10667893,Universal Soldier: The Return,Jean-Claude Van Damme|Kiana Tom|Bill Goldberg|Michael Jai White|Heidi Schanz,82,Action|Science Fiction,TriStar Pictures|Baumgarten-Prophet Entertainment,1999
2162,tt0163579,70000000,11263966,Chill Factor,Cuba Gooding Jr.|Skeet Ulrich|Peter Firth|David Paymer|Daniel Hugh Kelly,101,Action|Comedy|Thriller,Warner Bros.|Morgan Creek Productions,1999
6522,tt0123964,80000000,73345029,Life,Eddie Murphy|Martin Lawrence|Obba BabatundÃ©|Nick Cassavetes|Bernie Mac,108,Comedy|Crime|Drama,Imagine Entertainment|Universal Pictures,1999
21349,tt0149691,23000000,18653615,Anywhere But Here,Susan Sarandon|Natalie Portman|Hart Bochner|Eileen Ryan|Ray Baker,114,Drama|Comedy|Romance,Twentieth Century Fox Film Corporation|Fox 2000 Pictures,1999
2900,tt0138304,75000000,19598588,The Astronaut's Wife,Johnny Depp|Charlize Theron|Joe Morton|Clea DuVall|Nick Cassavetes,109,Drama|Science Fiction|Thriller,New Line Cinema|Mad Chance,1999
9849,tt0120764,65000000,36850101,My Favorite Martian,Jeff Daniels|Elizabeth Hurley|Daryl Hannah|Christopher Lloyd|Wallace Shawn,94,Comedy|Drama|Family|Science Fiction,Walt Disney Pictures,1999
10388,tt0165854,10000000,3193102,The Limey,Terence Stamp|Lesley Ann Warren|Luis GuzmÃ¡n|Barry Newman|Joe Dallesandro,89,Drama|Action|Thriller|Crime|Mystery,Artisan Entertainment,1999
10397,tt0145653,25,13,Angela's Ashes,Emily Watson|Robert Carlyle|Joe Breen|Michael Legge|Ciaran Owens,145,Drama,Paramount Pictures|Universal Pictures,1999
12220,tt0160916,50000000,58900031,The Story of Us,Bruce Willis|Michelle Pfeiffer|Rob Reiner|Colleen Rennison|Jake Sandvig,95,Comedy|Drama|Romance,Universal Pictures|Castle Rock Entertainment,1999
14429,tt0164114,8000000,17843379,Drive Me Crazy,Melissa Joan Hart|Stephen Collins|Adrian Grenier|Susan May Pratt|Ali Larter,91,Drama|Comedy|Romance|Family,Twentieth Century Fox Film Corporation|Grand March Productions|Amy Robinson Productions,1999
10208,tt0158811,24000000,16290976,Muppets from Space,Steve Whitmire|Dave Goelz|Bill Barretta|Frank Oz|Jerry Nelson,87,Fantasy|Comedy|Science Fiction|Family,"Columbia Pictures|Jim Henson Company, The",1999
24137,tt0122541,14000000,18535191,An Ideal Husband,Cate Blanchett|Minnie Driver|Rupert Everett|Julianne Moore|Jeremy Northam,97,Drama|Comedy|Romance,Miramax Films|Pyramide Productions,1999
10402,tt0205000,17000000,65535067,Deuce Bigalow: Male Gigolo,Rob Schneider|William Forsythe|Eddie Griffin|Arija Bareikis|Oded Fehr,88,Comedy,Happy Madison Productions|Quinta Communications|Touchstone Pictures,1999
6552,tt0138510,25000000,4152230,Idle Hands,Devon Sawa|Seth Green|Jessica Alba|Vivica A. Fox|Christopher Hart,92,Thriller|Comedy|Horror,Columbia Pictures Corporation|Team Todd|Licht/Mueller Film Corporation,1999
9563,tt0146838,55000000,100230832,Any Given Sunday,Al Pacino|Cameron Diaz|Dennis Quaid|James Woods|Jamie Foxx,150,Drama,Donners' Company|Ixtlan|Warner Bros.,1999
30943,tt0120646,38000000,28121100,The Deep End of the Ocean,Michelle Pfeiffer|Treat Williams|Whoopi Goldberg|Jonathan Jackson|Cory Buck,106,Drama|Mystery,Columbia Pictures Corporation|Mandalay Entertainment,1999
11129,tt0188674,600000,4000000,Human Traffic,John Simm|Danny Dyer|Lorraine Pilkington|Shaun Parkes|Nicola Reynolds,99,Comedy|Drama,Irish Screen,1999
22314,tt0160401,7000000,14011454,In Too Deep,Omar Epps|LL Cool J|Nia Long|Stanley Tucci|Hill Harper,97,Drama|Action|Thriller|Crime,Suntaur Entertainment Company,1999
10342,tt0133046,13000000,8946237,Teaching Mrs. Tingle,Helen Mirren|Katie Holmes|Jeffrey Tambor|Molly Ringwald|Vivica A. Fox,96,Comedy|Thriller,Konrad Pictures|Dimension Films|Interscope Communications,1999
10490,tt0157503,10000000,10571408,Drop Dead Gorgeous,Kirsten Dunst|Ellen Barkin|Denise Richards|Amy Adams|Kirstie Alley,98,Comedy,New Line Cinema|Capella International|KC Medien AG,1999
